task_completion,attendance_punctuality,communication_teamwork,initiative_adaptability,quality_of_work,target_classification,label_task_completion,label_attendance_punctuality,label_communication_teamwork,label_initiative_adaptability,label_quality_of_work
2.28,2.2,2.47,2.89,1.92,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.58,2.69,4.69,3.19,2.28,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap,critical_gap
1.8,1.0,1.0,1.26,1.62,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.32,4.82,5.0,3.82,3.79,needs_improvement,meets_expectations,meets_expectations,meets_expectations,needs_improvement,needs_improvement
3.52,2.12,1.0,2.71,3.1,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
4.15,3.77,3.24,3.29,3.62,needs_improvement,meets_expectations,needs_improvement,needs_improvement,needs_improvement,needs_improvement
3.38,4.23,3.88,3.95,3.67,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement,needs_improvement
5.0,5.0,4.66,5.0,4.89,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.53,3.92,3.21,4.11,3.73,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement
3.38,2.52,3.0,3.42,3.56,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement,needs_improvement
2.37,1.93,1.45,2.27,2.28,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.76,4.97,4.97,4.75,4.85,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.17,3.42,3.87,3.37,3.14,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap
5.0,5.0,4.92,5.0,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
5.0,4.74,5.0,4.56,4.16,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
5.0,4.59,5.0,4.72,4.47,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.31,4.4,3.59,4.72,3.88,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations,needs_improvement
4.8,4.2,4.29,4.07,4.14,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
1.82,1.0,2.31,1.5,1.07,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.12,3.73,3.2,2.9,3.21,critical_gap,critical_gap,needs_improvement,needs_improvement,critical_gap,needs_improvement
4.47,4.05,4.52,4.14,2.57,needs_improvement,meets_expectations,meets_expectations,meets_expectations,meets_expectations,critical_gap
4.12,4.15,2.92,3.24,3.16,critical_gap,meets_expectations,meets_expectations,critical_gap,needs_improvement,critical_gap
2.94,2.77,2.77,1.9,2.36,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.28,2.57,3.07,2.83,3.14,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
5.0,4.11,4.41,4.34,4.13,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.48,3.98,2.65,3.18,4.54,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,meets_expectations
4.63,4.55,4.35,5.0,3.94,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement
4.67,4.34,3.95,4.25,3.74,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations,needs_improvement
4.66,3.72,3.14,3.57,3.99,critical_gap,meets_expectations,needs_improvement,critical_gap,needs_improvement,needs_improvement
1.82,1.03,1.28,1.0,1.0,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.89,4.06,2.57,3.08,3.25,critical_gap,needs_improvement,meets_expectations,critical_gap,critical_gap,needs_improvement
3.77,3.17,2.71,4.31,3.44,critical_gap,needs_improvement,critical_gap,critical_gap,meets_expectations,needs_improvement
4.43,4.58,3.54,4.61,4.06,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
4.96,4.97,5.0,3.52,4.41,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
3.71,3.83,4.0,3.76,4.37,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations
2.52,2.45,1.76,1.0,3.12,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.04,3.69,3.81,3.36,2.65,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap
4.37,4.54,4.43,5.0,4.9,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
1.82,2.21,2.17,3.1,2.5,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.48,4.32,4.0,4.89,4.89,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.32,1.17,2.65,3.48,2.2,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap
4.33,4.56,4.57,3.97,3.87,needs_improvement,meets_expectations,meets_expectations,meets_expectations,needs_improvement,needs_improvement
2.65,3.91,2.64,2.98,3.21,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement
5.0,4.36,2.19,4.26,4.48,needs_improvement,meets_expectations,meets_expectations,critical_gap,meets_expectations,meets_expectations
4.76,4.69,3.88,4.3,5.0,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
3.55,2.37,1.14,2.27,1.84,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
2.19,2.85,4.23,4.01,5.0,critical_gap,critical_gap,critical_gap,meets_expectations,meets_expectations,meets_expectations
1.23,2.06,1.08,2.29,1.0,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.14,2.05,3.68,3.25,4.06,critical_gap,critical_gap,critical_gap,needs_improvement,needs_improvement,meets_expectations
1.7,2.82,2.23,3.01,2.05,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.29,3.17,3.98,3.77,2.86,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,critical_gap
2.73,2.27,2.82,3.16,2.29,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.06,2.4,3.11,2.99,2.93,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.37,3.82,4.39,4.4,3.62,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement
4.53,3.95,4.62,4.21,3.76,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations,needs_improvement
1.0,2.34,2.04,2.31,2.41,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.87,3.99,3.77,3.8,3.61,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement
3.21,2.86,3.22,2.54,2.48,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap,critical_gap
2.95,1.86,2.6,1.03,1.0,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.03,1.74,2.75,1.66,1.14,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.79,2.94,2.61,3.52,3.59,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,needs_improvement
1.92,2.18,2.95,2.47,2.49,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.49,3.63,3.17,3.31,3.52,critical_gap,needs_improvement,needs_improvement,critical_gap,needs_improvement,needs_improvement
3.44,4.96,3.61,4.84,3.38,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement
4.84,4.74,4.24,5.0,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.62,1.48,2.63,1.54,2.37,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
3.21,4.31,3.38,3.15,4.37,critical_gap,needs_improvement,meets_expectations,needs_improvement,critical_gap,meets_expectations
1.42,2.35,1.2,1.0,2.62,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.45,2.0,3.44,4.0,4.15,critical_gap,needs_improvement,critical_gap,needs_improvement,meets_expectations,meets_expectations
4.28,4.52,4.77,4.72,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
5.0,4.31,4.97,4.45,3.73,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement
4.22,4.97,4.27,4.43,4.7,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
5.0,4.88,4.03,4.79,4.33,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.33,3.07,3.36,2.96,3.15,critical_gap,meets_expectations,critical_gap,needs_improvement,critical_gap,critical_gap
1.17,4.15,5.0,4.76,4.04,needs_improvement,critical_gap,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.36,2.77,3.53,2.24,2.67,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap,critical_gap
3.73,3.73,3.04,3.61,3.89,critical_gap,needs_improvement,needs_improvement,critical_gap,needs_improvement,needs_improvement
2.78,1.22,1.39,1.95,1.16,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.47,4.66,3.39,4.67,4.55,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
3.87,3.27,3.52,3.78,4.22,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations
3.78,3.63,4.62,4.38,3.15,critical_gap,needs_improvement,needs_improvement,meets_expectations,meets_expectations,critical_gap
3.03,2.74,3.28,2.46,3.03,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
4.45,4.62,4.27,5.0,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.95,3.37,1.65,3.0,3.96,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement
2.85,2.1,3.04,1.76,2.49,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.22,3.87,4.11,3.93,4.41,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement,meets_expectations
2.52,2.49,2.29,2.1,3.98,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
2.76,3.27,1.0,4.37,2.34,critical_gap,critical_gap,needs_improvement,critical_gap,meets_expectations,critical_gap
3.8,2.85,3.64,2.45,3.0,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap,critical_gap
4.41,4.42,3.54,4.04,4.53,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
4.83,4.38,4.71,4.81,4.79,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.01,2.2,2.51,3.29,3.52,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,needs_improvement
2.68,2.99,2.17,4.06,2.9,critical_gap,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap
5.0,2.71,3.44,2.87,3.79,critical_gap,meets_expectations,critical_gap,needs_improvement,critical_gap,needs_improvement
1.94,4.54,4.55,2.86,3.34,critical_gap,critical_gap,meets_expectations,meets_expectations,critical_gap,needs_improvement
3.29,3.42,3.82,3.76,2.83,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement,critical_gap
2.28,3.34,2.13,2.48,1.67,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap
3.37,4.11,3.46,4.37,3.49,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations,needs_improvement
2.76,3.02,3.03,3.17,2.97,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.82,4.27,4.76,4.92,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.4,2.14,1.96,1.49,1.9,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
1.95,3.6,3.69,1.0,1.65,critical_gap,critical_gap,needs_improvement,needs_improvement,critical_gap,critical_gap
2.33,3.54,2.98,3.41,2.69,critical_gap,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap
3.73,1.92,4.09,4.42,2.67,critical_gap,needs_improvement,critical_gap,meets_expectations,meets_expectations,critical_gap
4.69,4.16,3.36,3.98,4.16,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,meets_expectations
3.88,4.48,4.44,3.98,4.13,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations
3.57,4.7,4.1,3.88,4.79,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations
3.07,1.64,2.01,1.49,1.46,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.29,2.14,3.01,3.47,3.51,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,needs_improvement
3.07,3.02,3.98,3.1,3.19,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
3.88,3.59,4.27,4.87,3.89,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement
2.3,2.58,3.31,5.0,4.62,critical_gap,critical_gap,critical_gap,needs_improvement,meets_expectations,meets_expectations
4.67,4.03,3.96,3.75,2.85,critical_gap,meets_expectations,meets_expectations,needs_improvement,needs_improvement,critical_gap
5.0,5.0,5.0,4.55,3.93,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement
1.88,2.73,2.51,1.28,1.0,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.76,2.9,3.17,4.19,3.13,critical_gap,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap
3.81,4.14,4.12,3.74,4.31,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations
3.07,3.37,4.1,2.84,3.36,critical_gap,critical_gap,needs_improvement,meets_expectations,critical_gap,needs_improvement
2.49,3.24,2.31,2.36,2.52,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap
2.11,2.43,1.85,1.0,1.52,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.62,2.77,2.77,2.99,4.02,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,meets_expectations
4.09,3.85,4.38,4.02,3.46,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations,needs_improvement
3.15,4.78,4.16,2.58,4.83,critical_gap,critical_gap,meets_expectations,meets_expectations,critical_gap,meets_expectations
3.66,2.84,3.46,1.74,4.3,critical_gap,needs_improvement,critical_gap,needs_improvement,critical_gap,meets_expectations
2.08,2.93,2.53,2.07,2.44,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.37,4.62,1.83,3.6,3.02,critical_gap,critical_gap,meets_expectations,critical_gap,needs_improvement,critical_gap
1.54,2.81,2.54,2.24,2.87,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.16,2.93,5.0,2.59,2.62,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap,critical_gap
3.82,3.71,3.85,3.47,4.04,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations
1.85,3.02,3.12,3.47,2.98,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap
2.87,4.3,3.69,3.79,3.35,critical_gap,critical_gap,meets_expectations,needs_improvement,needs_improvement,needs_improvement
3.7,3.25,3.09,3.3,4.15,critical_gap,needs_improvement,needs_improvement,critical_gap,needs_improvement,meets_expectations
3.63,3.38,4.41,4.24,3.65,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement
4.26,4.43,3.6,3.9,4.4,needs_improvement,meets_expectations,meets_expectations,needs_improvement,needs_improvement,meets_expectations
3.69,3.63,3.79,4.02,4.23,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations
1.4,2.51,1.83,1.63,1.24,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.36,3.34,2.83,2.85,2.72,critical_gap,needs_improvement,needs_improvement,critical_gap,critical_gap,critical_gap
4.67,4.08,4.56,4.3,3.81,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement
4.74,4.03,2.91,3.16,4.9,critical_gap,meets_expectations,meets_expectations,critical_gap,critical_gap,meets_expectations
3.38,2.87,4.2,4.75,4.48,needs_improvement,needs_improvement,critical_gap,meets_expectations,meets_expectations,meets_expectations
3.65,3.58,3.3,3.47,3.1,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement,critical_gap
2.09,3.96,3.9,4.29,4.07,critical_gap,critical_gap,needs_improvement,needs_improvement,meets_expectations,meets_expectations
1.58,1.0,3.02,2.93,2.54,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.64,2.38,2.51,3.62,2.31,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap
4.44,4.78,5.0,4.77,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.43,3.37,1.81,2.63,2.73,critical_gap,needs_improvement,needs_improvement,critical_gap,critical_gap,critical_gap
4.13,4.93,4.64,3.71,4.24,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
3.04,3.7,3.45,3.57,3.74,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement
4.24,3.26,2.77,4.28,3.88,critical_gap,meets_expectations,needs_improvement,critical_gap,meets_expectations,needs_improvement
1.55,2.06,1.82,2.47,1.55,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.16,2.47,2.19,2.81,3.0,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.17,3.0,3.18,2.82,1.06,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.57,3.85,3.54,4.53,4.6,needs_improvement,meets_expectations,needs_improvement,needs_improvement,meets_expectations,meets_expectations
2.98,3.16,4.14,3.19,3.64,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap,needs_improvement
3.29,3.0,3.3,3.33,2.87,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,critical_gap
2.2,1.12,3.79,3.12,2.71,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
3.72,3.1,3.14,3.24,3.12,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement,critical_gap
2.63,3.8,3.43,3.39,3.4,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement
3.69,3.53,3.51,2.78,3.81,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap,needs_improvement
4.58,3.46,4.82,2.33,4.65,needs_improvement,meets_expectations,needs_improvement,meets_expectations,critical_gap,meets_expectations
4.77,4.48,4.37,4.27,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.02,4.14,4.13,3.85,4.61,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations
1.98,2.13,1.47,2.5,2.68,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.55,3.2,3.29,3.29,3.82,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement,needs_improvement
4.48,4.25,5.0,5.0,4.5,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.81,4.71,3.63,4.29,4.63,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations
2.84,2.6,2.53,2.44,3.35,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
3.62,3.94,3.76,2.83,3.6,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap,needs_improvement
3.1,3.34,3.73,3.5,3.84,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement
3.09,3.18,1.23,1.44,2.32,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.88,3.24,3.61,2.63,3.7,critical_gap,critical_gap,needs_improvement,needs_improvement,critical_gap,needs_improvement
5.0,4.82,2.89,1.49,3.1,critical_gap,meets_expectations,meets_expectations,critical_gap,critical_gap,critical_gap
4.43,4.15,4.6,4.6,3.35,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement
3.06,3.19,2.88,2.35,2.31,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.12,2.27,3.43,2.39,2.12,critical_gap,critical_gap,critical_gap,needs_improvement,critical_gap,critical_gap
1.7,3.34,1.0,4.86,4.73,critical_gap,critical_gap,needs_improvement,critical_gap,meets_expectations,meets_expectations
3.33,2.86,2.86,3.78,3.07,critical_gap,needs_improvement,critical_gap,critical_gap,needs_improvement,critical_gap
3.34,4.84,3.87,4.14,5.0,needs_improvement,needs_improvement,meets_expectations,needs_improvement,meets_expectations,meets_expectations
3.67,3.78,3.2,3.57,3.18,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement,critical_gap
3.79,3.62,4.16,3.35,3.44,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement,needs_improvement
3.89,3.84,3.82,4.89,4.19,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations,meets_expectations
1.41,2.61,1.78,2.1,2.13,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.69,3.92,3.66,3.66,2.94,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,critical_gap
1.0,1.89,5.0,3.14,1.86,critical_gap,critical_gap,critical_gap,meets_expectations,critical_gap,critical_gap
4.75,5.0,4.36,4.77,3.64,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,needs_improvement
3.43,3.32,3.93,3.74,2.6,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement,critical_gap
4.93,2.93,3.37,3.05,2.35,critical_gap,meets_expectations,critical_gap,needs_improvement,critical_gap,critical_gap
2.7,3.28,3.85,3.96,3.36,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement
4.36,4.18,4.29,4.58,4.03,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.19,3.81,3.64,4.56,3.22,critical_gap,critical_gap,needs_improvement,needs_improvement,meets_expectations,needs_improvement
4.78,5.0,4.68,5.0,4.51,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.01,1.45,1.7,2.46,2.1,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.72,2.92,1.84,2.62,3.41,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,needs_improvement
1.62,2.3,1.89,2.39,1.86,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.13,3.67,4.3,4.14,4.25,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations,meets_expectations
2.22,4.56,4.22,3.33,2.98,critical_gap,critical_gap,meets_expectations,meets_expectations,needs_improvement,critical_gap
3.51,4.53,4.61,4.08,3.07,needs_improvement,needs_improvement,meets_expectations,meets_expectations,meets_expectations,critical_gap
2.12,1.86,2.0,1.52,2.09,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
5.0,3.47,3.37,2.78,1.0,critical_gap,meets_expectations,needs_improvement,needs_improvement,critical_gap,critical_gap
3.94,4.2,4.09,3.64,4.29,needs_improvement,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations
4.7,4.37,3.61,4.45,4.13,meets_expectations,meets_expectations,meets_expectations,needs_improvement,meets_expectations,meets_expectations
2.63,2.81,2.23,2.47,2.02,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
1.16,1.0,2.14,1.7,1.61,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
3.19,4.38,3.32,3.65,4.24,critical_gap,critical_gap,meets_expectations,needs_improvement,needs_improvement,meets_expectations
3.43,3.64,4.69,1.53,5.0,critical_gap,needs_improvement,needs_improvement,meets_expectations,critical_gap,meets_expectations
5.0,4.46,5.0,4.71,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.03,3.93,2.31,3.01,5.0,critical_gap,meets_expectations,needs_improvement,critical_gap,critical_gap,meets_expectations
1.42,2.11,2.57,1.0,2.08,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.34,4.25,3.4,4.12,3.77,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations,needs_improvement
3.98,3.57,1.81,1.31,3.34,critical_gap,needs_improvement,needs_improvement,critical_gap,critical_gap,needs_improvement
3.91,4.03,3.94,2.09,3.4,critical_gap,needs_improvement,meets_expectations,needs_improvement,critical_gap,needs_improvement
4.7,4.19,4.68,4.43,4.54,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
2.43,5.0,3.33,2.26,2.81,critical_gap,critical_gap,meets_expectations,needs_improvement,critical_gap,critical_gap
3.73,3.09,3.36,3.59,3.69,critical_gap,needs_improvement,critical_gap,needs_improvement,needs_improvement,needs_improvement
4.04,3.44,3.41,3.38,3.68,needs_improvement,meets_expectations,needs_improvement,needs_improvement,needs_improvement,needs_improvement
1.66,3.13,3.27,4.09,1.57,critical_gap,critical_gap,critical_gap,needs_improvement,meets_expectations,critical_gap
2.64,3.0,1.87,1.98,3.15,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
2.03,3.93,3.59,2.77,2.88,critical_gap,critical_gap,needs_improvement,needs_improvement,critical_gap,critical_gap
2.83,3.39,3.35,2.09,4.24,critical_gap,critical_gap,needs_improvement,needs_improvement,critical_gap,meets_expectations
2.59,1.4,1.49,1.68,2.15,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
1.36,2.27,2.32,3.1,2.09,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
5.0,4.97,4.8,4.64,4.36,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.73,3.66,3.43,4.31,3.2,needs_improvement,needs_improvement,needs_improvement,needs_improvement,meets_expectations,needs_improvement
3.33,3.23,3.15,3.65,3.76,critical_gap,needs_improvement,needs_improvement,critical_gap,needs_improvement,needs_improvement
4.13,4.18,3.76,4.33,3.03,needs_improvement,meets_expectations,meets_expectations,needs_improvement,meets_expectations,critical_gap
2.93,3.58,3.48,3.23,3.74,critical_gap,critical_gap,needs_improvement,needs_improvement,needs_improvement,needs_improvement
5.0,5.0,5.0,5.0,5.0,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
3.38,3.02,2.08,2.68,2.17,critical_gap,needs_improvement,critical_gap,critical_gap,critical_gap,critical_gap
1.51,5.0,2.93,4.72,4.05,critical_gap,critical_gap,meets_expectations,critical_gap,meets_expectations,meets_expectations
2.85,3.12,3.72,3.35,4.36,critical_gap,critical_gap,critical_gap,needs_improvement,needs_improvement,meets_expectations
4.27,3.35,3.57,3.71,3.27,needs_improvement,meets_expectations,needs_improvement,needs_improvement,needs_improvement,needs_improvement
2.08,1.39,1.11,1.51,1.56,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap,critical_gap
4.61,5.0,4.92,4.21,4.86,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
4.7,4.37,4.34,4.21,4.26,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations,meets_expectations
